School Year,Gender Description,Geo Code,Geography,Grade Code,Grade Description,Pediatric Category Description,Student Case Count,Student Enrollment Count,Prevalence,Lower CI,Upper CI ,Statistical Significance,Stability,State Student Case Count,State Student Enrollment Count,State Prevalence,State Lower CI,State Upper CI
2011-2012,Total,7,Amesbury,15,Total,Asthma,149,1801,8.3,6.9,9.6,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,8,Amherst,15,Total,Asthma,186,1751,10.6,9.1,12.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,9,Andover,15,Total,Asthma,487,4538,10.7,9.8,11.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,104,Aquinnah,15,Total,Asthma,NS,32,NS,NS,NS,NS,        ,82548,691614,11.9,11.8,12
2011-2012,Total,10,Arlington,15,Total,Asthma,300,4214,7.1,6.3,7.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,11,Ashburnham,15,Total,Asthma,82,750,10.9,8.6,13.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,12,Ashby,15,Total,Asthma,25,326,7.7,4.7,10.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,13,Ashfield,15,Total,Asthma,25,141,17.7,10.8,24.7,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,14,Ashland,15,Total,Asthma,149,1949,7.6,6.4,8.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,15,Athol,15,Total,Asthma,175,1169,15,12.8,17.2,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,16,Attleboro,15,Total,Asthma,411,4654,8.8,8,9.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,17,Auburn,15,Total,Asthma,180,1682,10.7,9.1,12.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,18,Avon,15,Total,Asthma,43,433,9.9,7,12.9,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,19,Ayer,15,Total,Asthma,47,819,5.7,4.1,7.4,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,20,Barnstable,15,Total,Asthma,237,3961,6,5.2,6.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,21,Barre,15,Total,Asthma,45,589,7.6,5.4,9.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,22,Becket,15,Total,Asthma,9,126,7.1,2.5,11.8,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,23,Bedford,15,Total,Asthma,169,1592,10.6,9,12.2,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,24,Belchertown,15,Total,Asthma,160,1826,8.8,7.4,10.1,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,25,Bellingham,15,Total,Asthma,102,1746,5.8,4.7,7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,26,Belmont,15,Total,Asthma,310,3059,10.1,9,11.3,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,27,Berkley,15,Total,Asthma,87,807,10.8,8.5,13,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,28,Berlin,15,Total,Asthma,16,295,5.4,2.8,8.1,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,29,Bernardston,15,Total,Asthma,23,211,10.9,6.4,15.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,30,Beverly,15,Total,Asthma,364,3567,10.2,9.2,11.3,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,31,Billerica,15,Total,Asthma,286,4424,6.5,5.7,7.2,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,32,Blackstone,15,Total,Asthma,133,975,13.6,11.3,16,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,33,Blandford,15,Total,Asthma,8,103,7.8,2.4,13.1,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,34,Bolton,15,Total,Asthma,60,745,8.1,6,10.1,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,35,Boston,15,Total,Asthma,7857,49476,15.9,15.5,16.2,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,36,Bourne,15,Total,Asthma,149,1720,8.7,7.3,10.1,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,37,Boxborough,15,Total,Asthma,25,587,4.3,2.6,5.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,38,Boxford,15,Total,Asthma,135,1140,11.8,9.8,13.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,39,Boylston,15,Total,Asthma,38,506,7.5,5.1,9.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,40,Braintree,15,Total,Asthma,499,4204,11.9,10.8,12.9,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,41,Brewster,15,Total,Asthma,75,734,10.2,7.9,12.5,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,42,Bridgewater,15,Total,Asthma,256,2539,10.1,8.8,11.3,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,43,Brimfield,15,Total,Asthma,67,397,16.9,12.8,20.9,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,44,Brockton,15,Total,Asthma,1865,12185,15.3,14.6,16,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,45,Brookfield,15,Total,Asthma,30,342,8.8,5.6,11.9,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,46,Brookline,15,Total,Asthma,585,5144,11.4,10.5,12.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,47,Buckland,15,Total,Asthma,11,160,6.9,2.8,10.9,Statistically significantly lower,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,48,Burlington,15,Total,Asthma,238,2621,9.1,7.9,10.2,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,49,Cambridge,15,Total,Asthma,603,5129,11.8,10.8,12.7,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,50,Canton,15,Total,Asthma,357,2530,14.1,12.6,15.6,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,51,Carlisle,15,Total,Asthma,61,704,8.7,6.5,10.8,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,52,Carver,15,Total,Asthma,102,1273,8,6.5,9.6,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,53,Charlemont,15,Total,Asthma,16,107,15,7.6,22.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,54,Charlton,15,Total,Asthma,180,1620,11.1,9.5,12.7,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,55,Chatham,15,Total,Asthma,31,329,9.4,6.1,12.7,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,56,Chelmsford,15,Total,Asthma,523,3804,13.7,12.6,14.9,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,57,Chelsea,15,Total,Asthma,468,4368,10.7,9.7,11.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,58,Cheshire,15,Total,Asthma,36,284,12.7,8.5,16.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,59,Chester,15,Total,Asthma,21,123,17.1,9.8,24.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,60,Chesterfield,15,Total,Asthma,12,108,11.1,4.8,17.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,61,Chicopee,15,Total,Asthma,796,5559,14.3,13.3,15.3,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,62,Chilmark,15,Total,Asthma,NS,74,NS,NS,NS,NS,        ,82548,691614,11.9,11.8,12
2011-2012,Total,63,Clarksburg,15,Total,Asthma,8,168,4.8,1.5,8.1,Statistically significantly lower,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,64,Clinton,15,Total,Asthma,130,1404,9.3,7.7,10.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,65,Cohasset,15,Total,Asthma,97,1205,8,6.4,9.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,66,Colrain,15,Total,Asthma,9,140,6.4,2.2,10.6,Statistically significantly lower,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,67,Concord,15,Total,Asthma,281,2178,12.9,11.4,14.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,68,Conway,15,Total,Asthma,16,206,7.8,4,11.6,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,69,Cummington,15,Total,Asthma,8,77,10.4,3.2,17.6,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,70,Dalton,15,Total,Asthma,78,750,10.4,8.1,12.7,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,71,Danvers,15,Total,Asthma,222,2688,8.3,7.2,9.3,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,72,Dartmouth,15,Total,Asthma,488,2929,16.7,15.2,18.1,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,73,Dedham,15,Total,Asthma,301,2260,13.3,11.8,14.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,74,Deerfield,15,Total,Asthma,52,543,9.6,7,12.2,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,75,Dennis,15,Total,Asthma,100,911,11,8.8,13.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,76,Dighton,15,Total,Asthma,80,888,9,7,11,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,77,Douglas,15,Total,Asthma,139,1157,12,10,14,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,78,Dover,15,Total,Asthma,62,924,6.7,5,8.4,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,79,Dracut,15,Total,Asthma,470,3272,14.4,13.1,15.7,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,80,Dudley,15,Total,Asthma,137,1342,10.2,8.5,11.9,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,81,Dunstable,15,Total,Asthma,64,448,14.3,10.8,17.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,82,Duxbury,15,Total,Asthma,217,2275,9.5,8.3,10.8,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,83,East Bridgewater,15,Total,Asthma,132,1697,7.8,6.5,9.1,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,84,East Brookfield,15,Total,Asthma,19,265,7.2,3.9,10.4,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,85,East Longmeadow,15,Total,Asthma,267,1875,14.2,12.5,15.9,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,86,Eastham,15,Total,Asthma,49,344,14.2,10.3,18.2,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,87,Easthampton,15,Total,Asthma,79,1315,6,4.7,7.3,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,88,Easton,15,Total,Asthma,275,2681,10.3,9,11.5,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,89,Edgartown,15,Total,Asthma,43,404,10.6,7.5,13.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,90,Egremont,15,Total,Asthma,8,84,9.5,2.9,16.1,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,91,Erving,15,Total,Asthma,29,185,15.7,10,21.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,92,Essex,15,Total,Asthma,23,390,5.9,3.5,8.3,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,93,Everett,15,Total,Asthma,444,4622,9.6,8.7,10.5,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,94,Fairhaven,15,Total,Asthma,175,1432,12.2,10.4,14,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,95,Fall River,15,Total,Asthma,1566,8758,17.9,17,18.8,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,96,Falmouth,15,Total,Asthma,390,2653,14.7,13.2,16.2,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,97,Fitchburg,15,Total,Asthma,639,4266,15,13.8,16.1,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,98,Florida,15,Total,Asthma,NS,65,NS,NS,NS,NS,        ,82548,691614,11.9,11.8,12
2011-2012,Total,99,Foxborough,15,Total,Asthma,278,2019,13.8,12.2,15.4,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,100,Framingham,15,Total,Asthma,854,6436,13.3,12.4,14.2,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,101,Franklin,15,Total,Asthma,494,4600,10.7,9.8,11.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,102,Freetown,15,Total,Asthma,61,966,6.3,4.7,7.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,103,Gardner,15,Total,Asthma,366,1925,19,17.1,21,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,105,Georgetown,15,Total,Asthma,78,1110,7,5.5,8.6,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,106,Gill,15,Total,Asthma,11,115,9.6,3.9,15.2,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,107,Gloucester,15,Total,Asthma,272,2447,11.1,9.8,12.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,108,Goshen,15,Total,Asthma,10,90,11.1,4.2,18,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,109,Gosnold,15,Total,Asthma,0,2,0,0,319.7,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,110,Grafton,15,Total,Asthma,210,2364,8.9,7.7,10.1,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,111,Granby,15,Total,Asthma,86,658,13.1,10.3,15.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,112,Granville,15,Total,Asthma,8,158,5.1,1.6,8.6,Statistically significantly lower,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,113,Great Barrington,15,Total,Asthma,55,634,8.7,6.4,11,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,114,Greenfield,15,Total,Asthma,256,1517,16.9,14.8,18.9,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,115,Groton,15,Total,Asthma,187,1520,12.3,10.5,14.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,116,Groveland,15,Total,Asthma,77,823,9.4,7.3,11.4,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,117,Hadley,15,Total,Asthma,81,464,17.5,13.7,21.3,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,118,Halifax,15,Total,Asthma,69,838,8.2,6.3,10.2,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,119,Hamilton,15,Total,Asthma,80,988,8.1,6.3,9.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,120,Hampden,15,Total,Asthma,46,541,8.5,6,11,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,121,Hancock,15,Total,Asthma,6,53,11.3,2.3,20.4,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,122,Hanover,15,Total,Asthma,204,2066,9.9,8.5,11.2,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,123,Hanson,15,Total,Asthma,145,1321,11,9.2,12.8,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,124,Hardwick,15,Total,Asthma,22,274,8,4.7,11.4,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,125,Harvard,15,Total,Asthma,62,743,8.3,6.3,10.4,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,126,Harwich,15,Total,Asthma,113,1019,11.1,9,13.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,127,Hatfield,15,Total,Asthma,25,251,10,6.1,13.9,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,128,Haverhill,15,Total,Asthma,842,6739,12.5,11.7,13.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,129,Hawley,15,Total,Asthma,0,21,0,0,30.5,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,130,Heath,15,Total,Asthma,9,66,13.6,4.7,22.5,Not statistically significantly different,Unstable,82548,691614,11.9,11.8,12
2011-2012,Total,131,Hingham,15,Total,Asthma,316,3277,9.6,8.6,10.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,132,Hinsdale,15,Total,Asthma,20,189,10.6,5.9,15.2,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,133,Holbrook,15,Total,Asthma,150,1059,14.2,11.9,16.4,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,134,Holden,15,Total,Asthma,136,2310,5.9,4.9,6.9,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,135,Holland,15,Total,Asthma,62,264,23.5,17.6,29.3,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,136,Holliston,15,Total,Asthma,207,1905,10.9,9.4,12.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,137,Holyoke,15,Total,Asthma,1237,4496,27.5,26,29,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,138,Hopedale,15,Total,Asthma,105,776,13.5,10.9,16.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,139,Hopkinton,15,Total,Asthma,261,2435,10.7,9.4,12,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,140,Hubbardston,15,Total,Asthma,34,523,6.5,4.3,8.7,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,141,Hudson,15,Total,Asthma,254,2118,12,10.5,13.5,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,142,Hull,15,Total,Asthma,88,812,10.8,8.6,13.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,143,Huntington,15,Total,Asthma,35,191,18.3,12.3,24.4,Statistically significantly higher,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,144,Ipswich,15,Total,Asthma,106,1439,7.4,6,8.8,Statistically significantly lower,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,145,Kingston,15,Total,Asthma,171,1630,10.5,8.9,12.1,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,146,Lakeville,15,Total,Asthma,144,1357,10.6,8.9,12.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,147,Lancaster,15,Total,Asthma,89,688,12.9,10.2,15.6,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
2011-2012,Total,148,Lanesborough,15,Total,Asthma,45,287,15.7,11.1,20.3,Not statistically significantly different,Stable  ,82548,691614,11.9,11.8,12
